rxcui;nui;drugname
346773;N0000152946;STREPTOKINASE 750000UNT/VIL INJ [VA Product]
346805;N0000153955;ALCOHOL 10%/DEXTROSE 5% INJ [VA Product]
346806;N0000153954;ALCOHOL 5%/DEXTROSE 5% INJ [VA Product]
346902;N0000155679;CTM 2MG/DM 15MG/P-EPHRINE 5MG/P-PROPANOL 5MG/5ML S
346913;N0000153737;APAP 325MG/P-PROPANOL 25MG/P-TOLOXAMINE 22MG TAB [
346966;N0000155321;BROMPHENIRAMINE 4MG/PSEUDOEPHEDRINE 30MG/5ML SYRUP
346968;N0000149389;TESTOSTERONE 50MG/ML INJ,SUSP [VA Product]
347052;N0000155883;PHOSPHORIC ACID 0.555GM/NA FLUORIDE 2.7GM GEL [VA 
347669;N0000152958;SODIUM FLUORIDE 1.23% GEL [VA Product]
347681;N0000155098;APAP 325MG/CTM 4MG/P-PROPANOL 25MG/P-TOLOXAMINE 25
347690;N0000153461;HC 1%/N-MYCIN 5MG/POLYMYX 10000UNT/ML SOLN,OTIC [V
347764;N0000156074;FOLLICLE STIMULATING 150UNT/LUTEINIZING HORMONE 15
347764;N0000156076;FOLLICLE STIMULATING 150UNT/LUTEINIZING HORMONE 15
347930;N0000158207;MILRINONE LACTATE 1MG/ML INJ [VA Product]
347930;N0000158208;MILRINONE LACTATE 1MG/ML INJ,CARPUJECT,5ML [VA Pro
347930;N0000161266;MILRINONE LACTATE 1MG/ML INJ,CARTRIDGE W/NDL,5ML [
347975;N0000153470;HC 1%/N-MYCIN 5MG/POLYMYX 10000UNT/ML SUSP,OPH [VA
347980;N0000172068;AMYLASE 58500UNIT/LIPASE 18000UNIT/PROTEASE 58500U
348177;N0000152797;AMYLASE 16600UNT/LIPASE 5000UNT/PROTEASE 18750UNT 
348295;N0000164991;AMYLASE 40000UNT/LIPASE 8000UNT/PROTEASE 45000UNT 
348472;N0000176978;THEOPHYLLINE 600MG 24HR TAB,SA [VA Product]
348506;N0000158212;ITRACONAZOLE 50MG/5ML SOLN,ORAL [VA Product]
348522;N0000156078;UROFOLLITROPIN 150UNT/AMP INJ [VA Product]
348522;N0000156080;UROFOLLITROPIN 150UNT/VIL INJ [VA Product]
348719;N0000153585;TOBRAMYCIN 300MG/5ML SOLN,INHL,ORAL,5ML [VA Produc
348869;N0000172136;DOXYCYCLINE HYCLATE 100MG CAP,EC [VA Product]
348870;N0000172135;DOXYCYCLINE HYCLATE 75MG CAP,EC [VA Product]
349094;N0000164438;BUDESONIDE 0.25MG/2ML SUSP,INH,2ML [VA Product]
349150;N0000182801;TESTOSTERONE 30MG/PUMP SOLN,TOP [VA Product]
349194;N0000164782;CLONAZEPAM 0.125MG TAB,ORALLY DISINTEGRATING [VA P
349195;N0000164781;CLONAZEPAM 0.25MG TAB,ORALLY DISINTEGRATING [VA Pr
349196;N0000164779;CLONAZEPAM 1MG TAB,ORALLY DISINTEGRATING [VA Produ
349197;N0000164780;CLONAZEPAM 2MG TAB,ORALLY DISINTEGRATING [VA Produ
349198;N0000164783;CLONAZEPAM 0.5MG TAB,ORALLY DISINTEGRATING [VA Pro
349199;N0000166032;VALSARTAN 80MG TAB [VA Product]
349199;N0000166033;VALSARTAN 80MG TAB,UD [VA Product]
349200;N0000166028;VALSARTAN 320MG TAB [VA Product]
349200;N0000166027;VALSARTAN 320MG TAB,UD [VA Product]
349201;N0000166030;VALSARTAN 160MG TAB [VA Product]
349201;N0000166031;VALSARTAN 160MG TAB,UD [VA Product]
349208;N0000163340;SIROLIMUS 1MG TAB [VA Product]
349208;N0000163341;SIROLIMUS 1MG TAB,UD [VA Product]
349251;N0000166029;TENOFOVIR DISOPROXIL FUMARATE 300MG TAB [VA Produc
349253;N0000163516;BOSENTAN 62.5MG TAB [VA Product]
349273;N0000163381;DARBEPOETIN ALFA,RECOMBINANT 25MCG/ML INJ ALBUMIN 
349273;N0000163387;DARBEPOETIN ALFA,RECOMBINANT 25MCG/ML INJ W/ALBUMI
349274;N0000163383;DARBEPOETIN ALFA,RECOMBINANT 40MCG/ML INJ ALBUMIN 
349274;N0000163388;DARBEPOETIN ALFA,RECOMBINANT 40MCG/ML INJ W/ALBUMI
349275;N0000163384;DARBEPOETIN ALFA,RECOMBINANT 60MCG/ML INJ ALBUMIN 
349275;N0000163389;DARBEPOETIN ALFA,RECOMBINANT 60MCG/ML INJ W/ALBUMI
349276;N0000163385;DARBEPOETIN ALFA,RECOMBINANT 100MCG/ML INJ ALBUMIN
349276;N0000163390;DARBEPOETIN ALFA,RECOMBINANT 100MCG/ML INJ W/ALBUM
349277;N0000164058;DARBEPOETIN ALFA,RECOMBINANT 150MCG/0.75ML INJ W/A
349277;N0000163382;DARBEPOETIN ALFA,RECOMBINANT 200MCG/ML INJ ALBUMIN
349277;N0000163386;DARBEPOETIN ALFA,RECOMBINANT 200MCG/ML INJ W/ALBUM
349277;N0000182004;DARBEPOETIN ALFA,RECOMBINANT 150MCG/0.75ML INJ ALB
349281;N0000163577;BROMPHENIRAMINE 4MG/PSEUDOEPHEDRINE 45MG/5ML SYRUP
349287;N0000163380;FENOFIBRATE 160MG TAB [VA Product]
349319;N0000163498;VALDECOXIB 10MG TAB [VA Product]
349319;N0000163499;VALDECOXIB 10MG TAB,UD [VA Product]
349321;N0000163500;VALDECOXIB 20MG TAB [VA Product]
349321;N0000163501;VALDECOXIB 20MG TAB,UD [VA Product]
349326;N0000157043;DIGOXIN IMMUNE FAB (OVINE) 40MG/VIL INJ [VA Produc
349332;N0000163993;ESCITALOPRAM OXALATE 10MG TAB [VA Product]
349332;N0000163994;ESCITALOPRAM OXALATE 10MG TAB,UD [VA Product]
349351;N0000152470;DESONIDE 0.05% CREAM,TOP [VA Product]
349352;N0000164479;UREA 40% GEL,TOP [VA Product]
349353;N0000163930;HYDROCHLOROTHIAZIDE 25MG/VALSARTAN 160MG TAB [VA P
349353;N0000163929;HYDROCHLOROTHIAZIDE 25MG/VALSARTAN 160MG TAB,UD [V
349353;N0000163928;HYDROCHLORTHIAZIDE 25MG/VALSARTAN 160MG TAB [VA Pr
349373;N0000163786;OLMESARTAN MEDOXOMIL 5MG TAB [VA Product]
349401;N0000163787;OLMESARTAN MEDOXOMIL 20MG TAB [VA Product]
349401;N0000163788;OLMESARTAN MEDOXOMIL 20MG TAB,UD [VA Product]
349405;N0000163789;OLMESARTAN MEDOXOMIL 40MG TAB [VA Product]
349405;N0000163790;OLMESARTAN MEDOXOMIL 40MG TAB,UD [VA Product]
349407;N0000163936;TREPROSTINIL NA 1MG/ML INJ,SOLN [VA Product]
349408;N0000163939;TREPROSTINIL NA 10MG/ML INJ,SOLN [VA Product]
349409;N0000163937;TREPROSTINIL NA 2.5MG/ML INJ,SOLN [VA Product]
349410;N0000163938;TREPROSTINIL NA 5MG/ML INJ,SOLN [VA Product]
349420;N0000163527;DESLORATADINE 5MG TAB [VA Product]
349420;N0000163528;DESLORATADINE 5MG TAB,UD [VA Product]
349434;N0000163932;VORICONAZOLE 200MG TAB [VA Product]
349435;N0000163931;VORICONAZOLE 50MG TAB [VA Product]
349456;N0000177668;CHLORPHENIRAMINE 8MG/METHSCOPOLAMINE 2.5MG TAB,SA 
349462;N0000163533;FROVATRIPTAN 2.5MG TAB [VA Product]
349462;N0000163534;FROVATRIPTAN 2.5MG TAB,PKG,9 [VA Product]
349466;N0000163943;TEGASEROD MALEATE 2MG TAB [VA Product]
349467;N0000163944;TEGASEROD MALEATE 6MG TAB [VA Product]
349472;N0000164297;GEFITINIB 250MG TAB [VA Product]
349477;N0000163551;EFAVIRENZ 600MG TAB [VA Product]
349478;N0000164413;VARDENAFIL HCL 5MG TAB [VA Product]
349479;N0000164416;VARDENAFIL HCL 10MG TAB [VA Product]
349479;N0000164417;VARDENAFIL HCL 10MG TAB,PKG,6 [VA Product]
349479;N0000164414;VERDENAFIL HCL 10MG TAB [VA Product]
349480;N0000164415;VARDENAFIL HCL 20MG TAB [VA Product]
349480;N0000164418;VARDENAFIL HCL 20MG TAB,PKG,6 [VA Product]
349482;N0000163935;SODIUM OXYBATE 500MG/ML SOLN,ORAL [VA Product]
349483;N0000166052;VALSARTAN 40MG TAB [VA Product]
349483;N0000166053;VALSARTAN 40MG TAB,UD [VA Product]
349490;N0000166045;ARIPIPRAZOLE 15MG TAB [VA Product]
349490;N0000166044;ARIPIPRAZOLE 15MG TAB,UD [VA Product]
349491;N0000164161;LAMIVUDINE 300MG TAB [VA Product]
349514;N0000164159;CELECOXIB 400MG CAP [VA Product]
349514;N0000164160;CELECOXIB 400MG CAP,UD [VA Product]
349545;N0000166042;ARIPIPRAZOLE 10MG TAB [VA Product]
349545;N0000166043;ARIPIPRAZOLE 10MG TAB,UD [VA Product]
349547;N0000166048;ARIPIPRAZOLE 30MG TAB [VA Product]
349547;N0000166049;ARIPIPRAZOLE 30MG TAB,UD [VA Product]
349548;N0000164659;CARBINOXAMINE MALEATE 8MG/PSEUDOEPHEDRINE 80MG TAB
349553;N0000166046;ARIPIPRAZOLE 20MG TAB [VA Product]
349553;N0000166047;ARIPIPRAZOLE 20MG TAB,UD [VA Product]
349556;N0000164051;EZETIMIBE 10MG TAB [VA Product]
349556;N0000164052;EZETIMIBE 10MG TAB,UD [VA Product]
349590;N0000163783;LEVALBUTEROL HCL 0.1MG/ML SOLN,INHL,3ML [VA Produc
349591;N0000164044;ATOMOXETINE 10MG CAP [VA Product]
349592;N0000164045;ATOMOXETINE 18MG CAP [VA Product]
349593;N0000164046;ATOMOXETINE 25MG CAP [VA Product]
349594;N0000164047;ATOMOXETINE 40MG CAP [VA Product]
349595;N0000164048;ATOMOXETINE 60MG CAP [VA Product]
349978;N0000022471;ALLERGENIC EXTRACT, OAT SMUT
350202;N0000147477;E.COLI
350202;N0000147475;ESCHERICHIA COLI
350489;N0000176033;MISTLETOE
350489;N0000177588;MISTLETOE EXTRACT [VA Product]
350933;N0000153496;DEXTROMETHORPHAN 30MG/GUAIFENESIN 600MG TAB,SA [VA
351068;N0000153327;DIENESTROL 0.01% CREAM,VAG [VA Product]
351107;N0000163536;OLANZAPINE 15MG,TAB RAPID DISINTEGRATING [VA Produ
351108;N0000163372;OLANZAPINE 20MG TAB,RAPID DISINTEGRATING [VA Produ
351109;N0000163038;BUDESONIDE 0.5MG/2ML SUSP,INH,2ML [VA Product]
351114;N0000163392;ZOLEDRONIC ACID 4MG/VIL INJ [VA Product]
351121;N0000163914;MINOCYCLINE HCL MICROSPHERE 1MG CARTRIDGE [VA Prod
351125;N0000164407;FOLLITROPIN ALFA 1200UNT/VIL INJ [VA Product]
351127;N0000163508;CEFDITOREN PIVOXIL 200MG TAB [VA Product]
351133;N0000163379;FENOFIBRATE 54MG TAB [VA Product]
351134;N0000164411;ZOLMITRIPTAN 5MG TAB,ORALLY DISINTEGRATING,PKG,3 [
351136;N0000165364;ALBUTEROL SO4 0.042% INHL,3ML [VA Product]
351137;N0000171960;ALBUTEROL SO4 0.021% INHL,3ML [VA Product]
351146;N0000163489;DROTRECOGIN ALFA (ACTIVATED) 20MG/VIL INJ [VA Prod
351146;N0000163488;DROTRECOGIN ALFA (ACTIVATED) 5MG/VIL INJ [VA Produ
351154;N0000163507;PARICALCITOL 2MCG/ML INJ,SOLN [VA Product]
351155;N0000164478;UREA 40% LOTION [VA Product]
351155;N0000177055;UREA 40% SUSP,TOP [VA Product]
351156;N0000164979;MOXIFLOXACIN HCL 1.6MG/ML/NACL INJ,BAG,250ML [VA P
351172;N0000164167;DUTASTERIDE 0.5MG CAP [VA Product]
351172;N0000164168;DUTASTERIDE 0.5MG CAP,UD [VA Product]
351173;N0000163523;NITISINONE 2MG CAP [VA Product]
351174;N0000163524;NITISINONE 5MG CAP [VA Product]
351175;N0000163525;NITISINONE 10MG CAP [VA Product]
351209;N0000163934;VORICONAZOLE 200MG/VIL INJ [VA Product]
351223;N0000163998;ZIPRASIDONE MESYLATE 20MG/VIL INJ [VA Product]
351223;N0000164304;ZIPRASIDONE MESYLATE 30MG/VIL (20MG/ML) INJ [VA Pr
351228;N0000165343;ESTROGENS,CONJUGATED SYNTHETIC A 0.3MG TAB [VA Pro
351239;N0000152741;TICARCILLIN 3GM/CLAVULANATE K 0.1GM/100ML INJ,VIL 
351239;N0000152739;TICARCILLIN 3GM/CLAVULANATE K 0.1GM/VIL INJ [VA Pr
351244;N0000164248;RASBURICASE 1.5MG/VIL INJ [VA Product]
351244;N0000177481;RASBURICASE 7.5MG/VIL INJ [VA Product]
351246;N0000177381;MONTELUKAST NA 4MG/PKT GRANULES [VA Product]
351247;N0000178398;DARBEPOETIN ALFA,RECOMBINANT 300MCG/ML INJ W/ALBUM
351247;N0000164057;DARBEPOETIN ALFA,RECOMBINANT 300MCG/ML INJ W/ALBUM
351248;N0000166040;OXALIPLATIN 100MG/VIL (PF) INJ [VA Product]
351248;N0000178216;OXALIPLATIN 200MG/VIL (PF) INJ [VA Product]
351248;N0000166039;OXALIPLATIN 50MG/VIL (PF) INJ [VA Product]
351248;N0000182431;OXALIPLATIN 5MG/ML (PF) INJ,SOLN [VA Product]
351249;N0000163991;ESCITALOPRAM OXALATE 5MG TAB [VA Product]
351249;N0000163992;ESCITALOPRAM OXALATE 5MG TAB,UD [VA Product]
351250;N0000163995;ESCITALOPRAM OXALATE 20MG TAB [VA Product]
351250;N0000163996;ESCITALOPRAM OXALATE 20MG TAB,UD [VA Product]
351254;N0000164166;METAXALONE 800MG TAB [VA Product]
351256;N0000164035;EPLERENONE 25MG TAB [VA Product]
351256;N0000164036;EPLERENONE 25MG TAB,UD [VA Product]
351257;N0000164037;EPLERENONE 50MG TAB [VA Product]
351257;N0000164038;EPLERENONE 50MG TAB,UD [VA Product]
351258;N0000164039;EPLERENONE 100MG TAB [VA Product]
351258;N0000164040;EPLERENONE 100MG TAB,UD [VA Product]
351260;N0000164717;LANSOPRAZOLE 30MG TAB,ORAL DISINTEGRATING,SA [VA P
351261;N0000164716;LANSOPRAZOLE 15MG TAB,ORAL DISINTEGRATING,SA [VA P
351264;N0000164053;BUPRENORPHINE HCL 2MG TAB,SUBLINGUAL [VA Product]
351265;N0000164054;BUPRENORPHINE HCL 8MG TAB,SUBLINGUAL [VA Product]
351266;N0000164055;BUPRENORPHINE HCL 2MG/NALOXONE HCL 0.5MG TAB,SUBLI
351267;N0000164056;BUPRENORPHINE HCL 8MG/NALOXONE HCL 2MG TAB,SUBLING
351270;N0000164683;PEGINTERFERON ALFA-2A 180MCG/0.5ML INJ,SYR,PKT,4 [
351270;N0000164682;PEGINTERFERON ALFA-2A 180MCG/ML INJ,PKT,4 [VA Prod
351270;N0000164681;PEGINTERFERON ALFA-2A 180MCG/ML INJ,VIL [VA Produc
351270;N0000166041;PEGINTERFERON ALPHA-2A 180MCG/ML INJ,1ML [VA Produ
351276;N0000164180;OXANDROLONE 10MG TAB [VA Product]
351285;N0000164504;ESCITALOPRAM OXALATE 5MG/5ML LIQUID,ORAL [VA Produ
351291;N0000164241;CYCLOSPORINE 0.05% (PF) EMULSION,OPH,0.4ML [VA Pro
351292;N0000165131;EPROSARTAN 600MG/HYDROCHLOROTHIAZIDE 12.5MG TAB [V
351293;N0000165130;EPROSARTAN 600MG/HYDROCHLOROTHIAZIDE 25MG TAB [VA 
351298;N0000164184;ALEFACEPT 15MG/VI INJ KIT [VA Product]
351299;N0000164183;ALEFACEPT 7.5MG/VI INJ KIT [VA Product]
351438;N0000163635;NIFEDIPINE (NIFEDICAL XL) 60MG SA TAB [VA Product]
351449;N0000152948;STREPTOKINASE 1.5MILLION UNT/VIL INJ [VA Product]
351857;N0000165510;INSULIN REG PURE PORK 100 U/ML INJ LILLY [VA Produ
351858;N0000165509;INSULIN REG BEEF/PORK 100 U/ML INJ LILLY [VA Produ
351859;N0000165538;INSULIN,REGULAR,HUMAN 500 UNT/ML INJ HUMULIN R [VA
351859;N0000176903;INSULIN,REGULAR,HUMAN CONCENTRATED 500 UNIT/ML INJ
351910;N0000180600;TESTOSTERONE (TESTIM) 1% 5GM/PKT GEL,TOP [VA Produ
351981;N0000172009;METHSCOPOLAMINE 2.5MG/PSEDUOEPHEDRINE HCL 120MG TA
352065;N0000163531;ORTHO EVRA 150/20MCG/24HR PATCH [VA Product]
352362;N0000022251;ACETAMINOPHEN/TRAMADOL
352364;N0000022301;BUPRENORPHINE/NALOXONE
352365;N0000022329;CARBETAPENTANE/CHLORPHENIRAMINE
352366;N0000022334;CARBINOXAMINE/METHSCOPOLAMINE/PSEUDOEPHEDRINE
352367;N0000022234;CETIRIZINE/PSEUDOEPHEDRINE
352372;N0000148722;DEXMETHYLPHENIDATE
352372;N0000179771;Dexmethylphenidate [Chemical/Ingredient]
352374;N0000022250;DROTRECOGIN ALFA
352374;N0000148719;DROTRECOGIN ALFA (ACTIVATED)
352375;N0000022396;EPROSARTAN/HYDROCHLOROTHIAZIDE
352377;N0000022254;ETHINYL ESTRADIOL/NORELGESTROMIN
352381;N0000022308;GLIPIZIDE/METFORMIN
352384;N0000021216;IFOSFAMIDE/MESNA
352385;N0000148812;INSULIN,ASPART PROTAMINE
352387;N0000022282;LOVASTATIN/NIACIN
352767;N0000171731;METHSCOPOLAMINE/PSEUDOEPHEDRINE
353103;N0000148783;ATOMOXETINE HCL
353105;N0000179813;DEXMETHYLPHENIDATE HYDROCHLORIDE
353108;N0000148775;ESCITALOPRAM OXALATE
353116;N0000181833;ZIPRASIDONE MESYLATE
353538;N0000158059;ISOSORBIDE MONONITRATE 60MG TAB,SA [VA Product]
353538;N0000162415;ISOSORBIDE MONONITRATE 60MG TAB,SA,UD [VA Product]
354770;N0000148870;NATALIZUMAB
354770;N0000010565;natalizumab [Chemical/Ingredient]
356887;N0000176121;LEVOCETIRIZINE
356887;N0000179773;levocetirizine [Chemical/Ingredient]
356988;N0000148826;EFALIZUMAB
356988;N0000010343;efalizumab [Chemical/Ingredient]
357977;N0000171744;SUNITINIB
357977;N0000175350;sunitinib [Chemical/Ingredient]
358255;N0000148809;APREPITANT
358255;N0000010068;aprepitant [Chemical/Ingredient]
358257;N0000178481;TOLVAPTAN
358258;N0000148811;BORTEZOMIB
358258;N0000010079;bortezomib [Chemical/Ingredient]
358262;N0000148827;FOSAMPRENAVIR
358262;N0000010345;fosamprenavir [Chemical/Ingredient]
358263;N0000148829;TADALAFIL
358263;N0000010536;tadalafil [Chemical/Ingredient]
358274;N0000176107;AMBRISENTAN
358274;N0000179774;ambrisentan [Chemical/Ingredient]
358299;N0000148815;ATAZANAVIR SO4
358346;N0000153439;GUAIFENESIN 500MG/PSEUDOEPHEDRINE 60MG TAB,SA [VA 
358349;N0000165504;INSULIN,NPH 70UNT/REGULAR 30UNT/ML PORK/PURIFIED I
358912;N0000164104;ASCORBIC ACID 90MG/ML SOLN [VA Product]
358917;N0000177430;BENZOYL PEROXIDE 5%/CLINDAMYCIN 1% GEL,KIT [VA Pro
358917;N0000163241;BENZOYL PEROXIDE 5%/CLINDAMYCIN PO4 1% GEL,TOP [VA
358922;N0000163792;CAPSACIAN 0.075% APPLICATOR SOLN,TOP [VA Product]
358944;N0000163575;DIMETHYL SULFOXIDE 100% SOLN,URH [VA Product]
358975;N0000163539;HYDROGEN PEROXIDE 1.5% RINSE,ORAL [VA Product]
359008;N0000163730;PAPAIN 830000 UNT/UREA 10% (ACCUZYME) OINT,TOP [VA
359008;N0000177093;PAPAIN/UREA 10% (ACCUZYME) OINT,TOP [VA Product]
359009;N0000163729;PAPAIN 830000UNT/UREA 10% (ETHEZYME) OINT,TOP [VA 
359033;N0000163225;SALICYLIC ACID 3%/SULFUR 5% BAR,TOP [VA Product]
359038;N0000163933;SENNOSIDES 15MG/5GM GRANULES [VA Product]
359040;N0000163708;SENSI-CARE PROTECTIVE OINT,TOP [VA Product]
359041;N0000163709;SENSI-CREAM MOISTURIZING CREAM,TOP [VA Product]
359050;N0000163954;TRETINOIN,MICROSPHERE 0.04% GEL,TOP [VA Product]
359144;N0000154601;ALBUTEROL SO4 4MG TAB,SA [VA Product]
359145;N0000154605;ALBUTEROL SO4 8MG TAB,SA [VA Product]
359228;N0000164543;AZATHIOPRINE 100MG TAB [VA Product]
359229;N0000164542;AZATHIOPRINE 75MG TAB [VA Product]
359280;N0000182619;BROMPHENIRAMINE 6MG/PSEUDOEPHEDRINE 45MG TAB,SA [V
359296;N0000163375;CALCIUM ACETATE 667MG (CA 167MG) CAP [VA Product]
359296;N0000165464;CALCIUM ACETATE 667MG (CA 169MG) CAP [VA Product]
359297;N0000156094;CALCIUM CARBONATE 1.25GM TAB,CHEWABLE [VA Product]
359329;N0000164282;CARBETAPENTANE CITRATE 20MG/GUAIFENESIN 100MG/5ML 
359383;N0000164495;CIPROFLOXACIN 500MG TAB,SA [VA Product]
359385;N0000162396;CLARITHROMYCIN 500MG TAB,SA [VA Product]
359458;N0000162226;ASPIRIN 25MG/DIPYRIDAMOLE 200MG CAP,SA [VA Product
359493;N0000164181;ELETRIPTAN 20MG TAB,PKG,6 [VA Product]
359494;N0000164182;ELETRIPTAN 40MG TAB,PKG,6 [VA Product]
359500;N0000157245;ETODOLAC 500MG TAB,SA [VA Product]
359595;N0000180839;POLYSORBATE 80 1%/GLYCERIN 1% SOLN,OPH [VA Product
359595;N0000177764;POLYSORBATE 80 1%/GLYCERIN 1% SOLN,OPH,0.4ML [VA P
359601;N0000177121;GUAIFENESIN 400MG TAB [VA Product]
359634;N0000164848;HYPROMELLOSE 0.2% SOLN,OPH [VA Product]
359731;N0000164794;LOVASTATIN 40MG TAB,SA [VA Product]
359732;N0000164795;LOVASTATIN 60MG TAB,SA [VA Product]
359739;N0000182531;MAGNESIUM ASPARTATE 615MG TAB [VA Product]
359817;N0000164409;NICOTINE POLACRILEX 2MG LOZENGE [VA Product]
359817;N0000184471;NICOTINE POLACRILEX 2MG MINI LOZENGE [VA Product]
359818;N0000164408;NICOTINE POLACRILEX 4MG LOZENGE [VA Product]
359818;N0000184472;NICOTINE POLACRILEX 4MG MINI LOZENGE [VA Product]
359822;N0000164050;NITAZOXANIDE 100MG/5ML SUSP,ORAL [VA Product]
359926;N0000153202;GUAIFENESIN 300MG/PHENYLEPHRINE HCL 10MG CAP,SA [V
359926;N0000153201;GUAIFENESIN 300MG/PHENYLEPHRINE HCL 10MG SPRINKLE 
359962;N0000163546;PEG 1%/PVA 1% SOLN,OPH [VA Product]
359969;N0000157139;POLYVINYL ALCOHOL 1.4%/POVIDONE (PF) SOLN,OPH [VA 
359969;N0000157138;POLYVINYL ALCOHOL 1.4%/POVIDONE SOLN,OPH [VA Produ
360042;N0000164586;DEXCHLORPHENIRAMINE 2.5/DM 25/PSEUDEFED 75MG/5ML S
360063;N0000177105;DM 60MG/GG 1200MG/PSEUDOEPHEDRINE 60MG TAB,SA [VA 
360072;N0000171943;GUAIFENESIN 595MG/PSEUDEPHEDRINE 48MG TAB,SA [VA P
360110;N0000164317;SIROLIMUS 2MG TAB [VA Product]
360172;N0000176895;TESTOSTERONE 2% CREAM,TOP [VA Product]
360176;N0000164308;THALIDOMIDE 100MG CAP [VA Product]
360177;N0000164307;THALIDOMIDE 200MG CAP [VA Product]
360262;N0000023108;APPLE CIDER VINEGAR
360344;N0000160727;NISOLDIPINE 40MG TAB,SA [VA Product]
360345;N0000153451;GUAIFENESIN 600MG/PSEUDOEPHEDRINE 90MG TAB,SA [VA 
360348;N0000161815;BENZOCAINE 20% SPRAY,ORAL [VA Product]
360349;N0000155822;BENZOCAINE 20% AEROSOL,TOP [VA Product]
360349;N0000155825;BENZOCAINE 20% SPRAY [VA Product]
360349;N0000161816;BENZOCAINE 20% SPRAY,TOP [VA Product]
360363;N0000022240;CLOZAPINE (UDL)
360364;N0000022239;CLOZAPINE (MYLAN)
360375;N0000148759;FENUGREEK SEED
360394;N0000163634;NIFEDIPINE (NIFEDICAL XL) 30MG SA TAB [VA Product]
360507;N0000163032;FLUVASTATIN NA 80MG TAB,SA [VA Product]
362111;N0000157362;TING CREAM,TOP [VA Product]
367375;N0000156686;PETROLATUM OINT,TOP [VA Product]
375969;N0000157787;ALUMINUM ACETATE/ZINC OXIDE PASTE,TOP [VA Product]
376515;N0000157318;MINERAL OIL,LIGHT/PETROLATUM (PF) OINT,OPH [VA Pro
376515;N0000157317;MINERAL OIL/PETROLATUM OINT,OPH [VA Product]
376541;N0000160518;THYMOL IODIDE PWDR,TOP [VA Product]
377036;N0000156690;PETROLATUM OINT,OPH [VA Product]
377624;N0000157706;CALAMINE LOTION [VA Product]
381056;N0000150478;ISOSORBIDE DINITRATE 10MG TAB,ORAL [VA Product]
381056;N0000161888;ISOSORBIDE DINITRATE 10MG TAB,ORAL,UD [VA Product]
381174;N0000165021;LACTOBACILLUS CAP [VA Product]
382272;N0000168578;Linoleic Acids, Conjugated [Chemical/Ingredient]
384410;N0000020426;ETHINYL ESTRADIOL/NORETHINDRONE
384455;N0000023105;TIGECYCLINE
384455;N0000171604;tigecycline [Chemical/Ingredient]
384788;N0000152770;AMYLASE 30000UNT/LIPASE 8000UNT/PROTEASE 30000UNT 
386938;N0000148532;FOLLITROPIN ALFA
387003;N0000177410;LEVETIRACETAM 1000MG TAB [VA Product]
387013;N0000177840;NEBIVOLOL 5MG TAB [VA Product]
387013;N0000177844;NEBIVOLOL 5MG TAB,UD [VA Product]
388052;N0000180384;GANCICLOVIR 0.15% GEL,OPH [VA Product]
388084;N0000148867;LUTROPIN ALFA
388085;N0000164286;AGALSIDASE BETA 35MG/VIL INJ [VA Product]
388510;N0000164765;TELITHROMYCIN 400MG TAB [VA Product]
388510;N0000164767;TELITHROMYCIN 400MG TAB,PKT,10 [VA Product]
388510;N0000164766;TELITHROMYCIN 400MG TAB,UD [VA Product]
388517;N0000178090;CALCITRIOL 3MCG/GM OINT,TOP [VA Product]
388525;N0000172121;BETAMETHASONE DIPROPIONATE 0.064%/CALCIPOTRIENE 0.
389031;N0000151153;PREDNISOLONE NA PHOSPHATE 20MG/ML INJ,SOLN [VA Pro
389132;N0000176224;BUDESONIDE/FORMOTEROL
389221;N0000177653;ETONOGESTREL 68MG IMPLANT [VA Product]
389230;N0000177012;TAMOXIFEN 10MG/5ML SOLN,ORAL [VA Product]
389242;N0000183999;DEFERIPRONE 500MG TAB,ORAL [VA Product]
391913;N0000154621;AUROTHIOGLUCOSE 50MG/ML INJ,SUSP [VA Product]
391937;N0000153684;LACTULOSE 10GM/15ML SYRUP [VA Product]
392038;N0000161851;SODIUM FLUORIDE 1.1% CREAM,ORAL [VA Product]
392038;N0000152967;SODIUM FLUORIDE 1.1% GEL [VA Product]
392038;N0000152964;SODIUM FLUORIDE 1.1% GEL,DENT [VA Product]
392038;N0000177013;SODIUM FLUORIDE 1.1% TOOTHPASTE [VA Product]
392073;N0000150817;INDOMETHACIN 75MG CAP [VA Product]
392454;N0000021181;BENZOYL PEROXIDE/HYDROCORTISONE
392457;N0000020446;PHYSOSTIGMINE/PILOCARPINE
392472;N0000021117;EPHEDRINE/THEOPHYLLINE
392483;N0000020617;BENZOYL PEROXIDE/SULFUR
392503;N0000176175;MEQUINOL/TRETINOIN
392509;N0000148807;LARONIDASE
392556;N0000020453;BENZOYL PEROXIDE/ERYTHROMYCIN
393245;N0000151462;DIGOXIN 0.05MG/ML ELIXIR [VA Product]
393245;N0000172004;DIGOXIN 0.05MG/ML ELIXIR,2.5ML [VA Product]
393245;N0000172005;DIGOXIN 0.05MG/ML ELIXIR,5ML [VA Product]
393540;N0000022454;LAURETH 4
393540;N0000179332;laureth-4 [Chemical/Ingredient]
400008;N0000148853;INSULIN,GLULISINE,HUMAN
400008;N0000179777;insulin glulisine [Chemical/Ingredient]
400674;N0000020580;DEXBROMPHENIRAMINE/PSEUDOEPHEDRINE
401713;N0000182969;CARGLUMIC ACID
