unii	pt	rxcui	db_uri1	db_uri2	chebi	nui	nameAndRole
CNU9GY55SI	NITROXAZEPINE						
CNZ006442E	3-MERCAPTO-3-METHYLBUTANAL						
CNZ9V5JM5H	HAFNIUM TETRACHLORIDE						
CO17L3VWWJ	ASCOCHITINE						
CO1YOV1KFI	ACETONE CYANOHYDRIN		http://www.drugbank.ca/drugs/DB02203	http://bio2rdf.org/drugbank:DB02203	http://purl.obolibrary.org/obo/CHEBI_15348		
CO24WGP4JU	SWERTIA PSEUDOCHINENSIS TOP						
CO2NHD53YP	ISOCHLORTETRACYCLINE						
CO39LEI957	HURA CREPITANS WOOD						
CO450M8A6J	VIGNA RADIATA WHOLE	1428842.0					
CO4D5J547L	BROMOBENZENE						
CO4U2C8ORZ	AFLOQUALONE						
CO51Q2EI5Z	ALPHAPRODINE HYDROCHLORIDE						
CO61ER3EPI	TREOSULFAN						
CO66792TNA	TETRAMETHYLFLUTHRIN						
CO7LHH2QL3	DEHYDROISOEMETINE DIHYDROBROMIDE, (+/-)-						
CO93X137CW	LINIFANIB						
CO9A49A84I	HYDROBENZOIN, MESO-						
COD0P9B680	PEUCEDANUM OSTRUTHIUM WHOLE						
COE40KKG35	S-(1-((S)-23,24-DIAMINO-3,12,24-TRIOXO-7,10-DIOXA-4,13,18-TRIAZATETRACOSYL)-2,5-DIOXOPYRROLIDIN-3-YL)-L-CYSTEINE						
COF19H7WBK	DICLOXACILLIN	3356.0	http://www.drugbank.ca/drugs/DB00485	http://bio2rdf.org/drugbank:DB00485		N0000175497	Penicillin-class Antibacterial [EPC]
COF19H7WBK	DICLOXACILLIN	3356.0	http://www.drugbank.ca/drugs/DB00485	http://bio2rdf.org/drugbank:DB00485		N0000011281	Penicillins [Chemical/Ingredient]
COL14PJW3X	VICINE						
COU3RRH769	CABASTINE						
COU4W58EI3	CEROUS OCTANOATE						
COU5JFC17H	RAPHANUS SATIVUS VAR. SATIVUS WHOLE						
COU5JQ433I	2-METHYL-1-NAPHTHOL						
COV48SBC7T	SALSOLINOL HYDROCHLORIDE	1312374.0					
COV655U2CJ	LILIUM CANDIDUM FLOWER	1307714.0					
COZ1R7EOCC	METHANDROSTENOLONE						
CP012282EU	EDIVOXETINE HYDROCHLORIDE						
CP0O775YFL	LEUCOMYCIN A9						
CP0YC140T9	DOBUTAMINE LACTOBIONATE						
CP1A26546Z	TEBANICLINE TOSYLATE						
CP3E23813Z	1,4,9,10-TETRAHYDROXYANTHRACENE						
CP44691OHU	DODICIN HYDROCHLORIDE						
CP4609XW5I	P-CHLOROBENZYL PHENYL ETHER						
CP4AM80T68	1-(2,4-DICHLOROPHENYL)-2-(1H-IMIDAZOL-1-YL)ETHANOL, (+/-)-						
CP502EJ59J	NORBIXIN DISODIUM						
CP59BC5SED	JATROPHA DIOICA WHOLE						
CP8UOA9XV2	HETEROTHECA INULOIDES WHOLE						
CPA32HL3CX	1-STEAROYL-2-DOCOSAHEXANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE						
CPC1V3TVII	ACHILLEA ERBA-ROTTA SUBSP. MOSCHATA FLOWERING TOP						
CPD3J5KR2I	NAKED SOLE WHOLE						
CPD4NFA903	ALUMINUM	1311504.0	http://www.drugbank.ca/drugs/DB01370	http://bio2rdf.org/drugbank:DB01370	http://purl.obolibrary.org/obo/CHEBI_28984		
CPE46ZU14N	INDOPROFEN						
CPE66M90J5	DEMIDITRAZ						
CPG1J3583K	CARBOVIR, (+)-						
CPH2U7DNDY	VINDESINE SULFATE						
CPM8SC708E	DIAMMONIUM SULFITE MONOHYDRATE						
CPQ6YGP628	GANODERMA OREGONENSE FRUITING BODY						
CPT0VS6XYI	SELENIUM SE-75						
CPW7BR9UY7	TETULOMAB TETRAXETAN LU-177						
CPY747550R	3-MONOCHLOROTRIIODOTHYRONINE						
CQ1SUE46N0	BISON BISON WHOLE						
CQ27G2BZJM	AMLODIPINE MALEATE						
CQ2F5O6YIY	MADECASSOSIDE	87855.0					
CQ2XQ6CP31	WAHOO WHOLE						
CQ3OFN9JF2	2,2'-((2-METHYLPHENYL)IMINO)BISETHANOL						
CQ3ZL1YW7R	2,2,6-TRIMETHYLCYCLOHEXANONE						
CQ403ZDS5I	YELLOWFIN SNOOK						
CQ51RNO61H	.BETA.-HOMOCYCLOCITRAL						
CQ5912425U	GSK-269984B						
CQ5W8Q552D	HETEROPHOS						
CQ6Q5IQM41	THYMUS PRAECOX LEAF						
CQ8AAO9MO1	HEXACHLOROBUTADIENE						
CQ903KQA31	DICYCLOMINE HYDROCHLORIDE	152021.0					
CQ9077P26M	TARRAGON OIL						
CQ9ROS690X	4-ANILINOPIPERIDINE						
CQB5809054	N-(METHOXYPOLYETHYLENE GLYCOL 5000 CARBAMOYL)-1,2-DIPALMITOYL-SN-GLYCERO-3- PHOSPHATIDYLETHANOLAMINE, MONOSODIUM SALT						
CQC5UZI50Z	TETRACLINIS ARTICULATA WHOLE						
CQC932Z7YW	PROCYCLIDINE HYDROCHLORIDE						
CQD746MLBE	BISPHENOL A TRIMER DIGLYCIDYL ETHER						
CQE8131SF0	4-CHLORO-5-SULFAMOYLANTHRANILIC ACID						
CQI22KJY0P	PHYTOSPHINGOSINE LACTATE						
CQL978W5KW	PBT-3						
CQM31Z1NU9	DIBUTYL FUMARATE						
CQR8XN45JD	ALLIUM GEYERI WHOLE						
CQT975GLYF	ERIODICTYOL, (+/-)-						
CQU61CXY3D	VICIANIN						
CQX8P43IH2	SODIUM THIOSULFITE ANHYDROUS						
CQY12ZJN6E	RALINEPAG						
CR02EYQ8GV	DARIFENACIN HYDROBROMIDE	485417.0					
CR09Z7AWNB	3,3-DIMETHYLBUTYLACETATE						
CR0J8RN66K	CERAMIDE EOS	1603794.0					
CR102F038W	CILIARY NEUROTROPHIC FACTOR						
CR113982E5	DIPENTAMETHYLENETHIURAM DISULFIDE	1426773.0				N0000185508	Standardized Chemical Allergen [EPC]
CR113982E5	DIPENTAMETHYLENETHIURAM DISULFIDE	1426773.0				N0000175629	Increased Histamine Release [PE]
CR113982E5	DIPENTAMETHYLENETHIURAM DISULFIDE	1426773.0				N0000184306	Cell-mediated Immunity [PE]
CR113982E5	DIPENTAMETHYLENETHIURAM DISULFIDE	1426773.0				N0000171131	Allergens [Chemical/Ingredient]
CR2C923V6W	BEEF BOTTOM ROUND, COOKED						
CR2J49TL6L	CORYLUS AVELLANA POLLEN	1484979.0				N0000185367	Non-Standardized Pollen Allergenic Extract [EPC]
CR2J49TL6L	CORYLUS AVELLANA POLLEN	1484979.0				N0000175629	Increased Histamine Release [PE]
CR2J49TL6L	CORYLUS AVELLANA POLLEN	1484979.0				N0000184306	Cell-mediated Immunity [PE]
CR2J49TL6L	CORYLUS AVELLANA POLLEN	1484979.0				N0000185001	Increased IgG Production [PE]
CR2J49TL6L	CORYLUS AVELLANA POLLEN	1484979.0				N0000185000	Pollen [Chemical/Ingredient]
CR2J49TL6L	CORYLUS AVELLANA POLLEN	1484979.0				N0000171131	Allergens [Chemical/Ingredient]
CR38E1PQ7F	PANCURONIUM BROMIDE MONOHYDRATE						
CR4019O5X7	CITRUS AURANTIUM SEED						
CR40KV45OJ	MISOPROSTOL A						
CR6K9C2NHK	METHYLPARABEN SODIUM	1310557.0					
CR6OYN7LDN	METHYLENE DISALICYLIC ACID						
CR6X2Y7NRR	4,4'-OXYDI-2-BUTANOL						
CR7307M3QZ	ROSA CANINA FRUIT OIL	1305715.0					
CR743OME9E	BMS-582949						
CR87ZNF17R	PLUMBAGO ZEYLANICA WHOLE						
CR89IA23S9	PYRIDINIOACETOHYDRAZIDE CHLORIDE						
CR8AD002QQ	SUCROSE OCTASTEARATE	1543185.0					
CR8T7X205F	GULF SIERRA WHOLE						
CR9CY890Z2	SUWANNEE BASS, COOKED						
CRF4K4ERBQ	4-CARBOXY NEVIRAPINE						
CRH21IAY5I	METHACRYLOXYETHYL VINYL CARBONATE						
CRH67NC275	DIISOBUTYLPHENOL						
CRK52426X3	IODAMIDE SODIUM						
CRK54BIJ5D	PHLORIDZIN DIHYDRATE						
CRR8E37XOB	ABT-510		http://www.drugbank.ca/drugs/DB05434	http://bio2rdf.org/drugbank:DB05434			
CRS35BZ94Q	DESFLURANE	27340.0				N0000175975	General Anesthesia [PE]
CRS35BZ94Q	DESFLURANE	27340.0				N0000175681	General Anesthetic [EPC]
CRS4T0GG7V	GOLD SADDLE GOATFISH, COOKED						
CRW83OBW6B	1-DEHYDRO-7.ALPHA.-METHYLTESTOSTERONE						
CRX0P8IS9G	TIGER ROCKFISH						
CRY53F3DVZ	N1,N4-BIS(3,4-DIMETHYLPHENYL)-1,4-BENZENEDIAMINE						
CRZ1K8LPMR	RHODIUM CARBONYL CHLORIDE						
CS02509J25	P-BENZYLPHENOL						
CS3027MXXW	AMINOMETHYLPROPANOL BIS(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-NONADECAFLUORO-1-UNDECANOL)PHOSPHATE						
CS3P21MZK4	MEPPEP C-11						
CS4E1I1B7O	3-CHLOROPROPYLSILANETRIOL						
CS4TE8FF7O	ROSA CENTIFOLIA FLOWER	1364989.0					
CS4U38E731	NIGELLA SATIVA SEED OIL	1431150.0					
CS521IRB51	3,4-DIMETHOXYBENZENEACETALDEHYDE						
CS70PZQ4QJ	ICILIN						
CS722315L9	BANK SEA BASS						
CS80S1QD3B	AJOWAN						
CS849DUN3M	ANTI-INHIBITOR COAGULANT COMPLEX	314504.0				N0000184166	Anti-inhibitor Coagulant Complex [EPC]
CS849DUN3M	ANTI-INHIBITOR COAGULANT COMPLEX	314504.0				N0000175982	Reversed Anticoagulation Activity [PE]
CS849DUN3M	ANTI-INHIBITOR COAGULANT COMPLEX	314504.0				N0000007914	Blood Coagulation Factors [Chemical/Ingredient]
CS8D10SY5L	5-AMINO-2-HYDROXYTOLUENE						
CSG5X4FCCT	NUTTALL COCKLE						
CSH59YN3D0	DODOXYNOL-5						
CSI13Y3N8M	PROPYLENE GLYCOL 2-CAPRATE-1-CAPRYLATE						
CST1G9BZGD	MORUS ALBA ROOT	1307712.0					
CSU71R57NW	MARBLED GROUPER, COOKED						
CSU8L38K2O	CADMIUM SALICYLATE						
CT038EQF54	TETRAETHYLENE GLYCOL DIMETHACRYLATE						
CT03BSA18U	SAMBUCUS NIGRA FLOWERING TOP	1307698.0					
CT186P942O	6-METHYLCHRYSENE-1,2-DIOL-3,4-EPOXIDE, (1R,2S,3S,4R)-						
CT1IX58L9S	FLUOCINOLONE						
CT1Q4E0I0W	VELUTIN						
CT36KGC6A6	PERUVOSIDE						
CT5L8OXT9Q	9,10-DIHYDROLYSERGIC ACID						
CT60LNZ8I8	BRIFENTANIL HYDROCHLORIDE						
CT68HV1826	ALMECILLIN SODIUM						
CT6BBQ5A68	DINOPROST TROMETHAMINE	23321.0	http://www.drugbank.ca/drugs/DB01160	http://bio2rdf.org/drugbank:DB01160			
CT7Y6SZA5M	2-(P-HYDROXYPHENYL)-3-BENZOFURANYL METHYL KETONE						
CT893688LW	VERBASCUM PHLOMOIDES LEAF						
CTD060B1SS	TRETINOIN TOCOFERIL						
CTE370DL3U	ERUCIN						
CTE8LJ0768	ISOESTRADIOL						
CTL75X0V60	LEXAPTEPID PEGOL						
CTN47N39PR	MEFENIDRAMIUM IODIDE						
CTQ3U893LX	1,4-DIPHENYL-1,3-BUTADIENE						
CTT09X2F1M	NARCEINE						
CTT48UBF1V	CEROUS CARBONATE						
CTZ1Y9L579	IODIPAMIDE SODIUM I-131						
CTZ715OQFA	SEMIAMITRAZ						
CU0336QCVF	ERYNGIUM HETEROPHYLLUM TOP						
CU0X85F735	FTORPROPAZINE						
CU1M8V2V81	DESAMINOSULFAMETHAZINE						
CU2P94S7NW	DIOCTYLDODECYL MALATE						
CU2S39TB8O	LENTINULA EDODES MYCELIUM	1368206.0					
CU3G06VADD	ACER PICTUM SUBSP. MONO SAP						
CU3H37T766	RILMAZAFONE						
CU3ZOY5649	DEXORMAPLATIN						
CU61C5RH24	DOXEPIN HYDROCHLORIDE, (E)-						
CU640Z3Q9H	ALLOPREGNANE-3.BETA.,20.ALPHA.-DIOL DIACETATE						
CU781COT7M	QUERCUS PALUSTRIS POLLEN	900999.0				N0000185367	Non-Standardized Pollen Allergenic Extract [EPC]
CU781COT7M	QUERCUS PALUSTRIS POLLEN	900999.0				N0000175629	Increased Histamine Release [PE]
CU781COT7M	QUERCUS PALUSTRIS POLLEN	900999.0				N0000184306	Cell-mediated Immunity [PE]
CU781COT7M	QUERCUS PALUSTRIS POLLEN	900999.0				N0000185001	Increased IgG Production [PE]
CU781COT7M	QUERCUS PALUSTRIS POLLEN	900999.0				N0000185000	Pollen [Chemical/Ingredient]
CU781COT7M	QUERCUS PALUSTRIS POLLEN	900999.0				N0000171131	Allergens [Chemical/Ingredient]
CU79LWT2HF	DDP-225 FREE BASE ANHYDROUS						
CU84BH96WL	DISODIUM URIDINE 5'-DIPHOSPHATE						
CU8D464EDW	SOMATREM						
CU9463U2E2	ASENAPINE MALEATE	860647.0					
CU98Q2IL7P	CP-85958						
CU9S17279X	PHLORIZIN	1362735.0					
CUB29S3EEF	FRITILLARIA PRZEWALSKII WHOLE						
CUB7JI0JV3	CETYLPYRIDINIUM	2286.0					
CUB9LW4B2O	AMMONIUM CITRATE, MONOBASIC						
CUH69CE530	DIETHANOLAMINE 2,4-DIHYDROXYBENZOATE						
CUI83R2732	CALCIUM HYPOPHOSPHITE	1424671.0					
CUJ2MVI71Y	DACLIZUMAB					N0000010279	Interleukin 2 Receptor Antagonists [MoA]
CUJ2MVI71Y	DACLIZUMAB					N0000175621	Interleukin 2 Receptor-directed Antibody Interactions [MoA]
CUJ2MVI71Y	DACLIZUMAB					N0000175622	Interleukin-2 Receptor Blocking Antibody [EPC]
CUJ6745Z9J	N,N-BIS(2-CHLOROETHYL)ANILINE						
CUL9PN8ELJ	SORGHUM	1338933.0					
CUM8OUO53E	CHLOROFLUOROMETHANE						
CUN60G2ITS	GYMNEMIC ACID II						
CUO87O37MT	.BETA.-D-MANNOPYRANOSE						
CUP529P5NS	BASIC COPPER SULFATE						
CUP7SL28J8	GERANYL TIGLATE						
CUQ3A77YXI	ASIAN GINSENG	1370774.0					
CUT2W21N7U	FLUTICASONE	41126.0	http://www.drugbank.ca/drugs/DB00588	http://bio2rdf.org/drugbank:DB00588		N0000175576	Corticosteroid [EPC]
CUT2W21N7U	FLUTICASONE	41126.0	http://www.drugbank.ca/drugs/DB00588	http://bio2rdf.org/drugbank:DB00588		N0000175450	Corticosteroid Hormone Receptor Agonists [MoA]
CUT48I42ON	METHYPRYLON						
CUV3XV379F	2-MERCAPTOMETHYL PYRAZINE						
CUX41G3911	4''-METHYLEPIGALLOCATECHIN GALLATE						
CUY87N1BWE	8,14-DIHYDROXYEFAVIRENZ						
CUZ39LUY82	SILODOSIN	720825.0	http://www.drugbank.ca/drugs/DB06207	http://bio2rdf.org/drugbank:DB06207		N0000000099	Adrenergic alpha-Antagonists [MoA]
CUZ39LUY82	SILODOSIN	720825.0	http://www.drugbank.ca/drugs/DB06207	http://bio2rdf.org/drugbank:DB06207		N0000175553	alpha-Adrenergic Blocker [EPC]
CV0140C18X	ZEYHERIA MONTANA WHOLE						
CV01GZK8GV	N-(ACETYLOXY)-N-((4-PHENOXYPHENYL)METHOXY)BENZAMIDE						
CV06XJ4CPY	N-ACETYL-S-(2-CHLOROETHYL)-L-CYSTEINE						
CV07VSP2G8	DAZOPRIDE						
CV0IB81ORO	ZEAXANTHIN	39918.0					
CV34Z63U2I	SODIUM 4-TRIDECYLBENZENESULFONATE						
CV3C6A716G	DIPTEROCARPUS TURBINATUS WHOLE						
CV3X74AO1H	VANIPREVIR						
CV5TH1CFM0	DISODIUM CAPROAMPHODIACETATE						
CV677O0SU1	QUIZALOFOP-P-TEFURYL						
CV69S6Y94V	PERILLA KETONE						
CV71VTP0VN	IPIDACRINE						
CV76O0RICT	DIAZODINITROPHENOL						
CV8118UZEW	2-BENZIMIDAZOLINONE						
CV865M3P15	1,2,3,7,8,9-HEXACHLORODIBENZO-P-DIOXIN						
CV8I2Y8TTR	DODEMORPH ACETATE						
CV8JZR21A1	DIPRAGLURANT						
CVA737WG4E	4-AZIDODIPHENYL						
CVF6AR49MS	STREPTOCOCCUS PNEUMONIAE SEROTYPE 22F WHOLE						
CVI36ET72E	TETRAPOTASSIUM ETIDRONATE						
CVK73ZDQ8B	TRIGLYCINE				http://purl.obolibrary.org/obo/CHEBI_63961		
CVL1685GPH	VOXTALISIB						
CVL66U249D	1-CHLORO-4-NITROBENZENE						
CVM893280N	GOSSYPIUM HERBACEUM FLOWER						
CVN9D598JL	NANTRADOL HYDROCHLORIDE						
CVO48CMI7U	SERTRALINE, CIS-(-)-						
CVP59Q4JE1	OMARIGLIPTIN						
CVS3R8AW9G	.ALPHA.-SEC-BUTYLMANDELIC ACID 2-(DIETHYLAMINO)ETHYL ESTER HYDROCHLORIDE						
CVS43XG1L5	TALAMPANEL		http://www.drugbank.ca/drugs/DB04982	http://bio2rdf.org/drugbank:DB04982			
CVT1AA87FF	ROSA ROXBURGHII FRUIT	1311668.0					
CVT4KYL79N	BROMOPHOS-ETHYL						
CVW3E7PFGB	SALIX TAXIFOLIA WHOLE						
CVX06U60Y8	GARCINIA SPP. WHOLE						
CVZ50C0S9O	INDIUM ANTIMONIDE						
CVZ7GEK786	GELIDIUM VAGUM						
CW1576313Y	COCLAURINE				http://purl.obolibrary.org/obo/CHEBI_18417		
CW1WEY40G1	TETRACOS-15-EN-1-YL OLEATE, (15Z)-						
CW2175OSX0	C11-15 PARETH-20						
CW25IKJ202	STREPTOMYCIN SULFATE	10110.0					
CW3G7WFG8X	GROOVED CARPET SHELL WHOLE						
CW3OT0Y51W	EMETONIUM IODIDE						
CW4115HGT9	HOMOCAMPTOTHECIN, (+/-)-						
CW41WKU670	MYCTEROPERCA GROUPER, COOKED						
CW454MS605	ATLANTIC SEA RAVEN WHOLE						
CW4I82QAX1	METHYL ACETOACETATE						
CW55R761RE	(4-(M-CHLOROPHENYLCARBAMOYLOXY)-2-BUTYNYL)TRIMETHYLAMMONIUM CHLORIDE						
CW590750SQ	PROPYL BUTYRATE						
CW5S8OP3VO	TRYPTOQUIVALINE						
CW63R89OW9	4-PHENYLCYCLOHEXENE						
CW657OBU4N	THYME	319823.0				N0000185371	Non-Standardized Food Allergenic Extract [EPC]
CW657OBU4N	THYME	319823.0				N0000175629	Increased Histamine Release [PE]
CW657OBU4N	THYME	319823.0				N0000184306	Cell-mediated Immunity [PE]
CW657OBU4N	THYME	319823.0				N0000185001	Increased IgG Production [PE]
CW657OBU4N	THYME	319823.0				N0000007512	Dietary Proteins [Chemical/Ingredient]
CW657OBU4N	THYME	319823.0				N0000185013	Food Additives [Chemical/Ingredient]
CW657OBU4N	THYME	319823.0				N0000171131	Allergens [Chemical/Ingredient]
CW657OBU4N	THYME	974527.0				N0000185371	Non-Standardized Food Allergenic Extract [EPC]
CW657OBU4N	THYME	974527.0				N0000175629	Increased Histamine Release [PE]
CW657OBU4N	THYME	974527.0				N0000184306	Cell-mediated Immunity [PE]
CW657OBU4N	THYME	974527.0				N0000185001	Increased IgG Production [PE]
CW657OBU4N	THYME	974527.0				N0000007512	Dietary Proteins [Chemical/Ingredient]
CW657OBU4N	THYME	974527.0				N0000185013	Food Additives [Chemical/Ingredient]
CW657OBU4N	THYME	974527.0				N0000171131	Allergens [Chemical/Ingredient]
CW6W8XNX54	LEAD HYPOPHOSPHITE						
CW88BHB2PI	COMMON CARP, COOKED						
CW8R6R660G	N'-(3-(DIMETHYLAMINO)PROPYL)-N,N-DIMETHYL-1,3-PROPANEDIAMINE						
CW938J9KNR	N-VANILLYL OCTANAMIDE						
CWB169O7GA	PARASSI MULLET WHOLE						
CWD6R2J64D	ONTIANIL						
CWG42EHD8A	2,3-DIHYDRO-6-(4-METHYLPHENYL)-5-NITROIMIDAZO(2,1-B)THIAZOLE						
CWH03ZH51E	DICHLOROPHENYL IMIDAZOLDIOXOLAN						
CWI2JJB0W1	APIGENINIDIN						
CWJ06TA2GI	PLATYCODIN D						
CWM13I408S	EMETAMINE						
CWO0S28C9J	1,4-BIS(FURAN-2-YLCARBONYL)PIPERAZINE						
CWS1R2VYG3	CHLOBENTHIAZONE						
CWT22I5484	HUMAN CYTOCHROME P450 19A1 (OXIDIZED)						
CWT3F2KEXG	ECHINOCHLOA CRUS-GALLI WHOLE						
CWU34U962K	CLOXESTRADIOL ACETATE						
CWU66767HF	BERMOPROFEN						
CWW961Q19K	ACETOXOLONE						
CX00QO714Z	STREPTOCOCCUS INTERMEDIUS						
CX05Q7WO72	BROXITALAMIC ACID						
CX0JI69OU7	LONGLEGGED SPINY LOBSTER WHOLE						
CX0K72V322	1-HEXADECYLNAPHTHALENE						
CX28QC6FU0	PEFLOXACIN MESYLATE DIHYDRATE						
CX2Y91T7FY	PIGMENT YELLOW 138	1438510.0					
CX39D2R810	INFLUENZA A VIRUS A/CALIFORNIA/7/2009 (H1N1)-LIKE ANTIGEN (PROPIOLACTONE INACTIVATED)						
CX3RPB4DVF	FLUTOMIDATE						
CX3T89XQBK	ROMIDEPSIN	877510.0			http://purl.obolibrary.org/obo/CHEBI_61080	N0000175588	Histone Deacetylase Inhibitor [EPC]
CX3T89XQBK	ROMIDEPSIN	877510.0			http://purl.obolibrary.org/obo/CHEBI_61080	N0000175071	Histone Deacetylase Inhibitors [MoA]
CX43QXG7RH	TIN SN-110						
CX4W85RXW6	PRUNUS DAVIDIANA SEED						
CX56TX9Y1I	BICINCHONINIC ACID						
CX70I5TXIB	ALYXIA SINENSIS STEM						
CX774E8C9Y	BENTALURON						
CX9T97T0XH	CINPROPAZIDE						
CXC2I96FPO	5-METHYLCHRYSENE-7,8-DIOL-9,10-EPOXIDE, (7S,8R,9R,10S)-						
CXC44F678T	CORNUS OFFICINALIS WHOLE						
CXC75P7WK9	CHOLINE BROMIDE						
CXG7400112	CATLA, COOKED						
CXJ7G6BYD7	CYCLINDOLE						
CXJ9X4WG6K	DORAB WOLF HERRING						
CXM2R7MAWN	EASTERN COTTONTAIL						
CXS4LJR7EL	COPTIS CHINENSIS ROOT	1376211.0					
CXY7B3Q98Z	ESTRADIOL HEMIHYDRATE						
CXZ70G71TW	SODIUM ALUMINUM CHLOROHYDROXY LACTATE						
CY0UH3X06R	RUBIADIN						
CY14WK72W0	3,3,5-TRIMETHYLCYCLOHEXANOL, (1R-CIS)-						
CY15598JI3	DRIFTFISH						
CY206HPY9V	2,2',3,4,6'-PENTACHLORODIPHENYL ETHER						
CY24DFN1PL	ALLOCASUARINA HUEGELIANA WHOLE						
CY2S592A82	CYNOGLOSSUM OFFICINALE WHOLE						
CY351D07GJ	SULOSEMIDE						
CY3RNB3K4T	PROFLAVINE		http://www.drugbank.ca/drugs/DB01123	http://bio2rdf.org/drugbank:DB01123	http://purl.obolibrary.org/obo/CHEBI_8452		
CY416F5NSK	TT-301						
CY4EJP36CL	METHYL PHENYL DISULFIDE						
CY4S9G63TX	BANDED GUITARFISH WHOLE						
CY5E0946P1	BROCLEPRIDE						
CY68RYB4QI	BMS-214662 MESYLATE						
CY7817W711	3'-HYDROXY-4'-METHOXYDICLOFENAC						
CY7VZ4J468	N-(2-(((AMINOCARBONYL)OXY)METHYL)-1-METHYL-1H-IMIDAZOL-5-YL)ACETAMIDE						
CY89NT473L	AGERATINA ALTISSIMA VAR. ROANENSIS ROOT						
CY8W406YBX	CP-114271						
CY8Z35442Z	HYPOPHOSPHORIC ACID				http://purl.obolibrary.org/obo/CHEBI_29263		
CY9M6276C2	PYROGLUTAMYL BEHENATE						
CYB5464OC4	PINK SPINY LOBSTER WHOLE						
CYE7KL3VCA	POTASSIUM CYCLOCARBOXYPROPYLOLEATE						
CYG49A37XK	DIHYDROISOCODEINE TARTRATE						
CYG9878Q4G	SCYLLARIDES SLIPPER LOBSTER						
CYJ9ATV1IJ	PF-04217903						
CYM875P4NW	SCROPHULARIA BUERGERIANA ROOT	1539194.0					
CYN5889K4F	ANILINEPHTHALEIN						
CYO6K3VM7F	MACKEREL, UNSPECIFIED	889591.0					
CYS8135E30	NICOTIANA RUSTICA LEAF						
CYS9AKD70P	ISOFLURANE	6026.0			http://purl.obolibrary.org/obo/CHEBI_6015	N0000175975	General Anesthesia [PE]
CYS9AKD70P	ISOFLURANE	6026.0			http://purl.obolibrary.org/obo/CHEBI_6015	N0000175681	General Anesthetic [EPC]
CYX5GCI9C7	SAGERETIA THEA TOP						
CYY2Q744WB	DIETHYL BUTYLMALONATE						
CYY76OBH78	5-HYDROXYEMODIN						
CZ021GH33H	MICROCYSTIN RR						
CZ0A0LDL6A	ACETAMIDE, N-(2-(2,6-DIOXO-3-PIPERIDINYL)-2,3-DIHYDRO-1,3-DIOXO-1H-ISOINDOL-4-YL)-						
CZ0LRB249D	VESPULA SQUAMOSA WHOLE						
CZ1032CEKR	DISODIUM CITRATE SESQUIHYDRATE						
CZ227117JE	CYCLOMETHICONE 4	1363578.0					
CZ30G1S8JE	LAURELINE HYDROCHLORIDE						
CZ348GQG4G	LILAC ALDEHYDE				http://purl.obolibrary.org/obo/CHEBI_27733		
CZ3T9T146K	TALNETANT						
CZ5312222S	NICARDIPINE	7396.0				N0000000069	Calcium Channel Antagonists [MoA]
CZ5312222S	NICARDIPINE	7396.0				N0000175421	Dihydropyridine Calcium Channel Blocker [EPC]
CZ5312222S	NICARDIPINE	7396.0				N0000007556	Dihydropyridines [Chemical/Ingredient]
CZ5QG07777	INDOPINE HYDROCHLORIDE						
CZ67V4ZW0I	BALANITES ROXBURGHII SEED OIL	1310114.0					
CZ6JK4I9XC	DICHLORPROP-2-ETHYLHEXYL						
CZ70647U92	TRIMETHYL OCTADECYL AMMONIUM CHLORIDE	1426372.0					
CZ7BU4QZJZ	AMINOMETHYL PROPANEDIOL	1307680.0			http://purl.obolibrary.org/obo/CHEBI_991		
CZ87T54W8W	MEPHENOXALONE						
CZ8MX5O89C	FERULA ASSA-FOETIDA WHOLE	1420963.0					
CZ9174Q44U	SODIUM BISULFIDE TRIHYDRATE						
CZD076G73R	HEXAHYDROAZEPINE				http://purl.obolibrary.org/obo/CHEBI_32616		
CZD6M4PY4B	ORNITHOGALUM UMBELLATUM FLOWERING TOP	1310115.0					
CZE059KV2K	SHOREA ROBUSTA WHOLE						
CZI843G1J8	VERBASCUM PHLOMOIDES FLOWER						
CZM50594QA	1-BROMO-3-METHYLBUTANE						
CZN0MI5R31	CALCIUM GLUCONATE MONOHYDRATE	1298846.0					
CZO834LXQM	AZD-1305						
CZP7EPR012	CYNANCHUM PANICULATUM ROOT	1546864.0					
CZP9GB25HO	E-6201						
CZU6V3902K	EFLOXATE						
CZZ080D7BD	ANGELICIN						
CZZ8832SI5	FERRIC ACETATE						
CZZ9G3N391	KJELLMANIELLA CRASSIFOLIA						
CZZ9T1T1X4	ETIDRONATE TETRASODIUM	1364894.0					
D0107LQN7Q	GIANT GROUPER WHOLE						
D01NW241NR	BANNER POMPANO						
D028799GB3	LONGNOSE SKATE WHOLE						
D02A7HWQ87	WHITE MULLET						
D034E84B7S	CUPRIC NITRILOTRIACETATE						
D0380N8E30	5-METHYLFURAN-3-ONE						
D038ING20B	SODIUM O-THYMOTATE						
D0396L455U	ECHINOCOCCUS GRANULOSUS	1426375.0					
D03GM3904Y	SPOTTED SEATROUT WHOLE						
D03I23M795	BENZO(A)FLUORANTHENE						
D041Y34RO2	BURSERA GRAVEOLENS WHOLE						
D047BK20VG	3,6-DIMETHYLMANGOSTIN						
